1.000000000000000000e+00,2.727024853229522705e-01,2.019366994500160217e-02
0.000000000000000000e+00,8.678550720214843750e-01,5.978298783302307129e-01
0.000000000000000000e+00,6.862525939941406250e-01,4.256831109523773193e-01
1.000000000000000000e+00,1.861455142498016357e-01,4.127169400453567505e-02
0.000000000000000000e+00,6.453389525413513184e-01,5.803016424179077148e-01
0.000000000000000000e+00,6.743756532669067383e-01,4.278717637062072754e-01
0.000000000000000000e+00,6.998799443244934082e-01,4.048077166080474854e-01
0.000000000000000000e+00,8.028415441513061523e-01,4.160991907119750977e-01
0.000000000000000000e+00,5.855206251144409180e-01,6.147344708442687988e-01
1.000000000000000000e+00,1.593626886606216431e-01,4.387918487191200256e-02
0.000000000000000000e+00,8.190609216690063477e-01,5.374594926834106445e-01
0.000000000000000000e+00,8.789403438568115234e-01,4.982590973377227783e-01
0.000000000000000000e+00,7.177950739860534668e-01,4.744618833065032959e-01
0.000000000000000000e+00,5.660336613655090332e-01,3.873963356018066406e-01
1.000000000000000000e+00,2.474297285079956055e-01,8.799957484006881714e-02
0.000000000000000000e+00,4.312496483325958252e-01,5.081211924552917480e-01
0.000000000000000000e+00,4.455877244472503662e-01,4.950871169567108154e-01
0.000000000000000000e+00,7.603917121887207031e-01,4.445610940456390381e-01
0.000000000000000000e+00,7.605106234550476074e-01,5.155251026153564453e-01
1.000000000000000000e+00,2.754948139190673828e-01,1.404787153005599976e-01
0.000000000000000000e+00,7.539688348770141602e-01,5.241627693176269531e-01
1.000000000000000000e+00,2.944977283477783203e-01,-5.038839951157569885e-02
0.000000000000000000e+00,8.047179579734802246e-01,3.985152244567871094e-01
1.000000000000000000e+00,3.004180490970611572e-01,3.510271310806274414e-01
0.000000000000000000e+00,6.883605718612670898e-01,3.735267221927642822e-01
0.000000000000000000e+00,8.523454070091247559e-01,4.063039422035217285e-01
0.000000000000000000e+00,6.680998802185058594e-01,5.318413376808166504e-01
1.000000000000000000e+00,3.048007488250732422e-01,1.503899246454238892e-01
0.000000000000000000e+00,6.193674802780151367e-01,4.802168607711791992e-01
0.000000000000000000e+00,6.867030858993530273e-01,3.619793355464935303e-01
0.000000000000000000e+00,7.185898423194885254e-01,4.162125587463378906e-01
0.000000000000000000e+00,8.260851502418518066e-01,5.752869248390197754e-01
1.000000000000000000e+00,4.204484224319458008e-01,-5.464030429720878601e-02
0.000000000000000000e+00,7.514153122901916504e-01,3.250217139720916748e-01
0.000000000000000000e+00,7.305924296379089355e-01,5.410591363906860352e-01
0.000000000000000000e+00,8.139048218727111816e-01,4.952356219291687012e-01
1.000000000000000000e+00,3.390906155109405518e-01,3.099913895130157471e-02
1.000000000000000000e+00,3.877544999122619629e-01,1.112957671284675598e-01
